time [s],rudder angle [deg],north position [m],east position [m],yaw angle [deg],forward speed [m/s],sideways speed [m/s],yaw rate [deg/sec],propeller shaft speed [rpm],Throttle [?],commanded load fraction me [-],commanded load fraction hsg [-],power me [kw],available power me [kw],power electrical [kw],available power electrical [kw],power [kw],propulsion power [kw],fuel rate me [kg/s],fuel rate hsg [kg/s],fuel rate [kg/s],fuel consumption me [kg],fuel consumption hsg [kg],fuel consumption [kg],motor torque [Nm],thrust force [kN],max rudder angle [deg],min rudder angle [deg],max propeller shaft speed [rpm]
0.0,29.999999999999996,6974308.0,81150.0,90.0,7.0,0.0,0.0,400.0,0.75886875,0.75886875,0.39215686274509803,1639.1565,2160.0,200.0,510.0,1839.1565,1639.1565,0.0878124501431851,0.012662798496304839,0.10047524863948994,0.04390622507159255,0.006331399248152419,0.05023762431974497,39038.780697626935,275.46911598875306,30,-30,659.9999999999999
0.5,29.999999999999996,6974308.0,81153.5,90.0,6.999462617363733,0.038545553724598024,-0.013810307383271325,434.3603710461546,0.7732087845254784,0.7732087845254784,0.39215686274509803,1670.1309745750332,2160.0,200.0,510.0,1870.1309745750332,1670.1309745750332,0.08966197253131952,0.012662798496304839,0.10232477102762436,0.08873721133725232,0.012662798496304839,0.10140000983355715,36636.83768305839,324.82789934233705,30,-30,659.9999999999999
1.0,29.999999999999996,6974307.980727223,81156.99973130868,89.99309484630835,7.0021617542477355,0.07680564727299315,-0.02757364398594409,463.0621548004282,0.7864348550252308,0.7864348550252308,0.39215686274509803,1698.6992868544985,2160.0,200.0,510.0,1898.6992868544985,1698.6992868544985,0.091396248678721,0.012662798496304839,0.10405904717502583,0.1344353356766128,0.018994197744457257,0.15342953342107007,34958.59062751443,369.17434193532677,30,-30,659.9999999999999
1.5,29.999999999999996,6974307.942746341,81160.5008167886,89.97930802431539,7.0077421262746995,0.1147824428574959,-0.04129698629808309,487.35396664655144,0.7986211797226519,0.7986211797226519,0.39215686274509803,1725.0217482009282,2160.0,200.0,510.0,1925.0217482009282,1725.0217482009282,0.09301928686289229,0.012662798496304839,0.10568208535919713,0.18094497910805896,0.025325596992609677,0.20627057610066862,33734.27028398764,408.9233811529691,30,-30,659.9999999999999
2.0,29.999999999999996,6974307.8866205225,81164.00470834968,89.95865953116635,7.0158778627277165,0.15247928666417698,-0.0549864048286789,508.089178171139,0.8098373726244259,0.8098373726244259,0.39215686274509803,1749.24872486876,2160.0,200.0,510.0,1949.24872486876,1749.24872486876,0.09453513554201447,0.012662798496304839,0.1071979340383193,0.2282125468790662,0.0316569962407621,0.2598695431198283,32814.63161772246,444.4601439033636,30,-30,659.9999999999999
2.5,29.999999999999996,6974307.812911972,81167.5127013769,89.93116632875201,7.0262703676812,0.18990054054983763,-0.06864713889069715,525.8937624834871,0.8201487134510965,0.8201487134510965,0.39215686274509803,1771.5212210543684,2160.0,200.0,510.0,1971.5212210543684,1771.5212210543684,0.09594789357826686,0.012662798496304839,0.10861069207457169,0.27618649366819964,0.037988395488914514,0.3141748891571141,32109.37371525032,476.15568313472176,30,-30,659.9999999999999
3.0,29.999999999999996,6974307.72218236,81171.02594809626,89.89684275930667,7.038647247261551,0.22705143026404367,-0.08228366600311962,541.248954197171,0.8296160117990974,0.8296160117990974,0.39215686274509803,1791.9705854860504,2160.0,200.0,510.0,1991.9705854860504,1791.9705854860504,0.09726165311209174,0.012662798496304839,0.10992445160839658,0.32481732022424553,0.04431979473706693,0.3691371149613124,31560.191844506215,504.36747560120614,30,-30,659.9999999999999
3.5,29.999999999999996,6974307.614993134,81174.54547041123,89.8557009263051,7.052761277337594,0.2639379074160983,-0.09589976857246302,554.536714604596,0.8382954750419856,0.8382954750419856,0.39215686274509803,1810.7182260906889,2160.0,200.0,510.0,2010.7182260906889,1810.7182260906889,0.09848043273489791,0.012662798496304839,0.11114323123120275,0.3740575365916945,0.05065119398521935,0.4247087305769138,31127.534594461245,529.4360904309937,30,-30,659.9999999999999
4.0,29.999999999999996,6974307.491905757,81178.07217222899,89.80775104201888,7.068389154560332,0.30056652428836744,-0.10949859795183912,566.0669702811249,0.8462386880431512,0.8462386880431512,0.39215686274509803,1827.8755661732066,2160.0,200.0,510.0,2027.8755661732066,1827.8755661732066,0.09960812056682522,0.012662798496304839,0.11227091906313005,0.4238615968751071,0.056982593233371764,0.4808441901084788,30783.512779063272,551.68167980964,30,-30,659.9999999999999
4.5,29.999999999999996,6974307.353481875,81181.60685116742,89.75300174304297,7.085330019386211,0.3369443209933842,-0.12308273533300787,576.0951073454145,0.8534927147677087,0.8534927147677087,0.39215686274509803,1843.5442638982508,2160.0,200.0,510.0,2043.5442638982508,1843.5442638982508,0.100648433011367,0.012662798496304839,0.11331123150767183,0.4741858133807906,0.06331399248152418,0.5374998058623147,30507.841288581323,571.4014082694234,30,-30,659.9999999999999
